,TMP,OXYGEN,SAL,TCARBN,ALKALI,PHSPHT,SILCAT,PRS,PH
9083,10.39,305.2,32.259998,1985.4,2172.2,0.68,2.93,9.8,8.0979996
9084,10.17,306.5,32.260899,1984.1,2173.0,0.69,2.93,24.6,8.1049995
9085,7.88,301.9,32.303101,2013.2,2171.1,0.94,6.16,49.6,8.0640001
9086,7.27,284.5,32.443401,2046.0,2184.7,1.23,19.06,74.7,8.0170002
9087,7.16,272.3,32.614101,2059.6,2187.2,1.23,19.93,100.9,7.9850001
9088,7.37,230.6,32.8577,2096.1,2197.1,1.46,26.28,124.5,7.8979998
9089,7.46,172.2,33.2402,2150.2,2221.6,1.8,35.16,150.3,7.7950001
9090,6.91,110.4,33.772202,2219.0,2244.7,2.23,47.93,200.4,7.638
9091,6.59,94.0,33.8899,2234.3,2266.3,2.37,53.49,249.8,7.6609998
9092,6.36,87.5,33.922501,2260.3,2273.6,2.44,56.81,300.4,7.5970001
9093,5.93,79.2,33.9603,2259.9,2272.5,2.54,62.18,400.2,7.5960002
9094,5.39,69.4,33.986599,2276.9,2293.2,2.65,69.79,500.7,7.6110001
9095,4.78,46.9,34.039101,2304.6,2304.1,2.84,82.38,599.7,7.5570002
9096,3.96,20.3,34.208801,2346.7,2336.6,3.04,110.38,800.5,7.526
9097,3.43,16.6,34.297199,2366.9,2359.2,3.07,127.45,1000.8,7.533
9098,10.77,303.1,32.400902,1985.7,2178.9,0.62,10.55,0.3,8.1040001
9099,10.76,303.4,32.417099,1982.0,2182.7,0.62,10.36,10.0,8.1199999
9100,10.6,304.1,32.419601,1988.2,2184.3,0.63,10.36,24.7,8.1110001
9101,7.87,305.6,32.503799,2018.8,2185.1,0.93,13.19,50.4,8.0799999
9102,7.24,294.1,32.581402,2041.7,2183.3,1.08,16.12,74.9,8.0240002
9103,6.64,281.1,32.716801,2059.4,2191.4,1.25,20.22,99.3,8.0030003
9104,6.84,232.2,33.024799,2104.7,2211.5,1.54,27.84,125.6,7.9200001
9105,7.15,173.0,33.4263,2154.6,2228.8,1.83,35.45,150.2,7.8060002
9106,6.89,125.0,33.8269,2212.7,2262.1,2.13,45.1,200.8,7.7189999
9107,6.43,108.2,33.923901,2228.3,2274.0,2.27,52.61,250.9,7.71
9108,5.87,93.6,33.9426,2252.6,2282.1,2.43,59.84,300.6,7.6599998
9109,5.11,66.6,33.9827,2283.7,2295.8,2.67,73.5,399.5,7.605
9110,4.72,41.0,34.059601,2314.2,2302.6,2.87,86.09,498.4,7.5240002
9111,4.33,28.5,34.130798,2327.3,2314.8,2.97,98.38,601.6,7.5219998
9112,3.74,19.6,34.247601,2358.7,2346.2,3.04,117.89,802.1,7.5209999
9113,3.25,22.2,34.327801,2372.6,2371.4,3.06,134.08,1000.7,7.5580001
9224,13.49,271.5,32.632,2032.7,2197.7,0.76,4.1,4.4,7.9889998
9225,13.49,271.0,32.631599,2021.4,2201.3,0.76,4.1,9.7,8.0249996
9226,13.42,270.5,32.632099,2032.2,2202.7,0.77,3.91,24.9,8.0030003
9227,6.56,305.5,32.702301,2058.2,2204.7,1.35,9.57,50.1,8.0450001
9228,5.1,306.1,32.747299,2051.6,2206.5,1.52,25.89,75.2,8.0869999
9229,4.38,303.3,32.786098,2100.0,2209.7,1.61,28.82,99.1,7.9710002
9230,4.51,193.0,33.4133,2199.7,2261.3,2.16,47.36,147.7,7.802
9231,4.82,111.1,33.820801,2249.0,2275.9,2.58,64.04,199.6,7.671
9232,4.23,65.8,33.928001,2301.6,2294.3,2.87,82.09,299.7,7.5549998
9233,4.04,44.5,34.0453,2328.7,2317.5,2.99,95.56,400.8,7.54
9234,3.64,22.6,34.2099,2341.5,2341.2,3.1,115.94,600.5,7.572
9235,3.24,17.4,34.307701,2365.3,2360.8,3.14,130.86,798.4,7.5549998
9236,2.89,17.1,34.384899,2376.9,2376.0,3.15,143.05,999.2,7.5630002
9237,2.55,18.2,34.457298,2385.5,2388.4,3.15,153.78,1249.6,7.5689998
9238,2.29,27.7,34.512199,2392.7,2398.3,3.12,161.48,1499.1,7.5710001
9240,1.93,57.9,34.588402,2382.9,2410.9,2.98,168.4,1999.7,7.6300001
9241,1.82,70.5,34.611301,2376.0,2414.9,2.93,168.88,2251.9,7.6570001
9242,1.71,85.1,34.631599,2365.5,2416.7,2.86,168.78,2500.1,7.6890001
9243,1.63,101.1,34.647202,2360.8,2417.7,2.78,168.0,2750.1,7.6989999
9244,1.58,111.7,34.6581,2352.8,2424.0,2.73,167.12,2998.9,7.7350001
9245,1.51,127.1,34.674099,2344.2,2425.3,2.64,164.97,3499.5,7.7459998
9246,1.5,137.4,34.6833,2338.4,2425.9,2.6,165.65,4000.4,7.7459998
9247,1.51,140.1,34.686298,2347.6,2428.3,2.58,168.68,4256.4,7.7140002
9363,5.43,320.5,32.596699,2041.0,2127.2,1.4,19.54,26.1,7.8940001
9364,5.42,317.9,32.597099,2043.4,2143.7,1.4,19.54,50.6,7.9369998
9365,5.36,317.0,32.606899,2044.6,2141.5,1.41,19.93,75.5,7.9260001
9366,5.29,314.7,32.627701,2053.4,2171.7,1.44,20.62,101.6,7.9879999
9367,4.37,188.5,33.414902,2185.2,2260.0,2.28,50.0,150.7,7.8470001
9368,4.26,93.4,33.7971,2238.2,2271.5,2.77,71.26,198.3,7.6999998
9369,4.01,53.3,33.941601,2264.9,2283.8,3.0,88.44,299.4,7.6469998
9370,3.9,43.2,34.044399,2315.6,2321.8,3.06,98.48,400.7,7.5999999
9371,3.59,27.8,34.198898,2345.5,2359.7,3.09,115.75,599.4,7.6230001
9372,3.21,20.3,34.308102,2364.3,2369.6,3.17,130.67,799.7,7.5879998
9373,2.85,16.7,34.389,2378.1,2393.9,3.19,143.54,1000.3,7.6199999
9374,2.51,19.9,34.460602,2391.7,2406.9,3.18,154.85,1252.8,7.6110001
9377,1.94,57.6,34.583401,2382.1,2423.3,3.0,167.03,1999.2,7.6739998
9378,1.82,71.3,34.606602,2372.4,2426.5,2.93,169.08,2248.7,7.7069998
9379,1.71,87.5,34.629002,2358.9,2429.0,2.88,168.1,2500.1,7.75
9380,1.62,102.9,34.645,2356.3,2428.3,2.79,167.9,2751.7,7.7470002
9381,1.57,116.2,34.656101,2354.9,2430.3,2.73,168.1,2999.9,7.7480001
9382,1.51,130.3,34.6712,2342.5,2432.1,2.65,167.02,3500.9,7.7719998
9383,1.51,140.8,34.679001,2336.8,2433.6,2.61,165.17,4000.6,7.7729998
9384,1.51,147.8,34.682899,2335.8,2434.9,2.59,168.87,4315.6,7.7670002
9393,5.35,316.6,32.677299,2057.8,2180.4,1.41,22.47,1.4,8.0019999
9394,5.36,315.2,32.6772,2057.6,2187.3,1.41,22.28,9.8,8.0209999
9395,5.36,315.2,32.677399,2055.6,2188.4,1.41,22.57,25.1,8.0290003
9396,5.36,316.1,32.677101,2053.9,2160.5,1.41,22.18,49.6,7.954
9397,5.36,319.2,32.678101,2058.3,2178.5,1.41,22.57,75.2,7.9920001
9398,4.52,230.1,33.229,2149.1,2184.6,2.07,42.48,99.6,7.7179999
9399,4.55,97.3,33.807499,2261.2,2239.9,2.72,68.34,149.3,7.5079999
9400,4.3,68.3,33.8923,2288.7,2261.7,2.9,77.6,200.9,7.4899998
9401,4.13,49.7,33.979198,2307.1,2270.9,3.01,88.43,299.1,7.4580002
9402,3.89,35.7,34.071899,2325.2,2304.1,3.07,100.73,399.9,7.5079999
9403,3.59,21.6,34.220402,2352.3,2320.1,3.13,118.87,601.0,7.4660001
9404,3.19,18.0,34.323601,2366.6,2351.1,3.18,133.59,800.4,7.5180001
9405,2.87,17.6,34.391602,2379.9,2360.1,3.18,144.61,999.9,7.5
9406,2.54,22.0,34.456699,2387.1,2378.2,3.16,152.61,1249.9,7.5300002
9407,2.28,33.4,34.510101,2389.7,2391.5,3.1,160.5,1500.0,7.5580001
9410,1.92,62.9,34.586899,2383.5,2411.9,3.0,167.62,2001.2,7.631
9411,6.24,309.1,32.650002,2047.3,2184.8,1.27,16.02,2.6,8.0299997
9412,6.24,309.6,32.6497,2042.6,2177.9,1.27,16.22,10.3,8.0240002
9413,6.24,309.1,32.649799,2042.4,2156.6,1.27,15.93,24.6,7.9660001
9414,6.2,311.3,32.649101,2051.7,2170.9,1.28,16.12,50.8,7.9790001
9415,6.07,306.4,32.6987,2063.6,2220.4,1.37,17.29,76.7,8.0760002
9416,7.07,178.1,33.292,2145.1,2218.1,1.89,31.54,100.3,7.8070002
9417,6.98,119.8,33.7118,2205.3,2261.9,2.24,41.3,148.1,7.7449999
9418,6.6,100.0,33.882,2231.5,2256.3,2.4,47.73,199.9,7.638
9419,5.85,84.6,33.945702,2257.0,2281.0,2.61,57.2,301.4,7.6399999
9420,5.12,63.4,33.983898,2285.3,2297.5,2.82,69.5,401.8,7.605
9421,4.24,26.8,34.129002,2324.9,2319.5,3.08,95.55,599.4,7.5469999
9422,3.66,20.3,34.2285,2351.3,2360.4,3.15,114.08,799.6,7.5960002
9423,3.24,15.0,34.341301,2378.2,2379.2,3.19,130.47,1001.3,7.5650001
9424,2.78,16.7,34.419102,2383.8,2391.1,3.18,145.49,1250.5,7.5809999
9425,2.42,26.4,34.4874,2386.4,2394.0,3.13,155.34,1500.1,7.5760002
9426,2.42,25.1,34.4874,2388.1,2395.0,3.13,155.63,1500.3,7.5739999
9427,2.16,40.5,34.539001,2387.6,2399.2,3.07,161.38,1749.8,7.5819998
9428,1.97,58.6,34.578098,2388.6,2404.6,3.01,166.64,2000.8,7.5890002
9429,7.53,299.8,32.3689,2020.6,2181.0,1.15,17.2,2.7,8.0740004
9431,7.53,299.7,32.3708,2030.5,2182.1,1.15,17.4,25.6,8.0500002
9432,7.54,299.5,32.392502,2033.8,2187.0,1.19,17.88,51.3,8.052
9433,7.57,302.6,32.400398,2036.6,2188.3,1.2,18.18,74.2,8.0469999
9434,7.91,286.1,32.493,2040.8,2187.1,1.21,17.39,100.4,8.0249996
9435,7.77,202.3,33.027199,2120.7,2214.6,1.73,30.87,150.5,7.8649998
9436,7.12,125.1,33.6595,2201.1,2251.6,2.22,44.33,200.3,7.7210002
9437,6.32,118.7,33.924099,2226.5,2260.8,2.32,51.15,299.2,7.6700001
9438,5.28,69.1,33.973499,2280.2,2288.0,2.75,67.55,401.6,7.5879998
9439,4.42,27.7,34.1143,2330.3,2325.3,3.06,92.23,601.0,7.546
9440,3.8,15.2,34.246601,2355.0,2362.0,3.18,113.3,799.8,7.586
9442,3.3,14.8,34.3536,2374.0,2376.2,3.22,130.08,999.4,7.5679998
9443,2.67,20.3,34.446499,2390.3,2388.8,3.17,151.34,1249.6,7.553
9444,2.28,37.5,34.517799,2393.8,2408.5,3.1,160.5,1501.7,7.6020002
9446,7.67,295.5,32.349201,2030.1,2171.6,1.1,16.71,15.6,8.0240002
9447,7.66,293.4,32.356098,2024.9,2155.0,1.1,16.71,24.1,7.994
9448,7.65,282.7,32.432301,2037.3,2179.5,1.18,18.57,51.3,8.0220003
9449,7.68,274.3,32.511002,2041.9,2155.3,1.24,19.74,76.5,7.941
9450,7.68,268.1,32.560902,2052.6,2184.9,1.27,20.42,100.8,7.9899998
9451,7.59,242.9,32.774101,2081.5,2195.3,1.44,24.91,150.5,7.9330001
9452,6.74,130.4,33.630199,2197.7,2259.3,2.21,48.23,201.1,7.7639999
9453,5.8,86.8,33.912399,2254.2,2274.6,2.6,64.52,301.0,7.6290002
9454,5.55,73.1,33.960899,2264.7,2287.9,2.69,69.5,399.5,7.6370001
9455,4.31,28.7,34.154499,2330.8,2303.7,3.09,98.08,603.1,7.4720001
9456,3.45,15.8,34.346001,2367.7,2364.1,3.22,126.86,999.2,7.546
9494,9.044,296.0,32.2631,1992.5,2198.5,0.78,6.26,5.8,8.158
9495,9.044,295.3,32.262299,1992.8,2171.9,0.78,6.16,10.5,8.1000004
9496,9.047,296.8,32.268902,1993.4,2193.1,0.77,6.16,26.4,8.1440001
9497,9.049,294.0,32.275002,1991.9,2191.3,0.77,5.96,51.2,8.1429996
9498,9.054,293.5,32.296001,1994.6,2218.6,0.79,5.96,75.3,8.191
9500,7.092,194.0,33.345001,2129.2,2238.8,1.83,28.52,126.7,7.9180002
9501,7.253,157.5,33.642899,2179.9,2266.3,2.02,35.54,149.4,7.8379998
9502,7.278,133.5,33.815701,2201.4,2266.6,2.14,39.63,176.5,7.7670002
9503,7.28,112.8,33.923698,2210.9,2278.0,2.25,44.12,200.6,7.77
9505,6.331,75.1,33.999699,2264.0,2302.5,2.59,58.27,301.0,7.6820002
9506,5.479,56.5,34.014198,2302.5,2305.4,2.8,70.67,402.7,7.5679998
9507,4.788,19.8,34.160599,2329.3,2331.0,3.1,92.13,600.9,7.5630002
9508,4.185,10.7,34.271702,2350.7,2352.1,3.2,109.69,802.2,7.5609999
9510,3.545,10.7,34.363602,2365.8,2389.2,3.22,128.42,1001.5,7.6350002
9511,3.012,16.8,34.4501,2380.1,2409.2,3.2,144.8,1250.2,7.651
9512,2.838,20.7,34.477501,2389.8,2416.5,3.18,150.75,1324.2,7.6420002
9513,8.153,301.7,32.508999,2021.2,2200.2,1.0,11.04,5.6,8.1059999
9514,8.143,301.1,32.5093,2019.6,2203.6,0.99,11.04,10.1,8.118
9515,8.114,301.2,32.509201,2020.6,2200.6,0.99,11.04,24.8,8.1090002
9516,8.111,300.0,32.510201,2020.0,2186.8,0.99,11.04,49.9,8.0769997
9517,8.122,299.4,32.515499,2021.3,2183.3,0.99,11.04,76.4,8.0649996
9518,8.123,299.0,32.516701,2022.3,2212.2,0.99,11.04,99.1,8.1269999
9519,6.998,229.7,33.402,2121.7,2247.9,1.55,24.32,125.8,7.9660001
9520,6.875,216.8,33.549702,2140.2,2254.7,1.65,28.12,151.6,7.9310002
9521,6.745,201.2,33.751999,2155.9,2263.4,1.73,33.49,174.3,7.908
9522,6.618,185.5,33.8167,2173.6,2264.0,1.84,38.27,200.3,7.8569999
9523,5.981,139.4,33.8629,2220.0,2279.9,2.24,51.25,250.0,7.7639999
9524,5.438,106.0,33.8941,2249.1,2287.5,2.5,61.6,299.6,7.6960001
9525,4.898,67.1,33.970299,2291.3,2298.3,2.8,75.84,399.6,7.5900002
9526,4.113,29.0,34.127899,2337.6,2333.7,3.07,101.4,599.8,7.5539999
9527,3.608,14.7,34.254902,2354.7,2366.3,3.18,120.72,800.8,7.6040001
9528,3.29,11.2,34.345501,2374.0,2384.9,3.21,133.69,1001.0,7.5970001
9529,2.746,15.0,34.439499,2393.3,2408.4,3.2,151.14,1250.7,7.6079998
9530,2.426,28.6,34.5084,2393.9,2418.1,3.14,160.41,1500.0,7.632
9531,2.425,28.5,34.508701,2394.7,2415.4,3.13,160.21,1501.6,7.6199999
9532,1.93,62.3,34.591301,2380.8,2432.4,2.99,171.81,1999.2,7.7080002
9534,1.662,99.5,34.6469,2364.8,2443.6,2.81,174.73,3000.1,7.756
9535,1.677,110.1,34.6478,2364.3,2444.2,2.8,174.93,3200.4,7.7509999
9536,7.39,301.2,32.451199,2024.7,2192.4,1.1,10.65,5.9,8.092
9537,7.391,304.5,32.451199,2024.3,2200.2,1.1,10.46,10.7,8.1110001
9542,5.495,254.2,33.463799,2136.1,2243.0,1.63,30.08,126.4,7.9330001
9543,5.352,235.0,33.550201,2154.9,2264.6,1.74,34.66,150.8,7.9390001
9544,5.557,175.5,33.735401,2202.5,2270.7,2.04,46.47,176.2,7.803
9545,5.605,138.3,33.803101,2239.7,2278.8,2.27,53.01,199.3,7.7020001
9546,4.98,115.2,33.8349,2249.8,2300.4,2.48,63.36,252.3,7.7470002
9547,4.663,86.9,33.873001,2300.4,2315.9,2.69,72.33,299.2,7.6290002
9549,3.817,29.8,34.166901,2342.4,2340.3,3.06,111.16,600.6,7.5640001
9550,3.412,14.5,34.282101,2372.3,2370.5,3.18,128.03,801.4,7.5619998
9551,3.082,10.7,34.360401,2382.9,2390.6,3.21,139.44,1001.3,7.5890002
9552,2.728,13.4,34.443901,2392.8,2415.9,3.2,151.63,1253.1,7.6350002
9553,2.401,24.0,34.501301,2378.2,2422.4,3.15,161.19,1501.6,7.698
9554,1.922,59.7,34.591599,2379.4,2438.8,2.99,169.76,2000.9,7.7329998
9556,1.731,87.1,34.630001,2368.9,2445.7,2.88,171.9,2498.9,7.7690001
9557,1.61,107.3,34.653198,2363.3,2447.1,2.76,170.93,2999.4,7.7719998
9558,1.572,122.3,34.666302,2343.2,2455.2,2.71,171.51,3501.2,7.835
9559,1.578,137.5,34.668098,2340.4,2454.2,2.69,171.22,3674.5,7.8330002
9560,6.911,308.3,32.391899,2032.4,2191.7,1.13,13.78,4.1,8.0799999
9561,6.908,308.9,32.3918,2031.2,2193.1,1.14,14.27,9.9,8.0860004
9562,6.914,309.2,32.3993,2031.2,2190.8,1.14,13.88,24.5,8.0799999
9563,6.918,309.6,32.434101,2030.9,2195.1,1.14,13.78,50.1,8.0889997
9564,6.915,309.0,32.435398,2033.0,2191.7,1.13,13.88,75.8,8.0749998
9565,5.388,255.7,33.190701,2044.7,2239.9,1.72,28.03,101.9,8.1680002
9566,5.179,232.2,33.459801,2123.3,2264.3,1.84,35.15,124.5,8.0310001
9567,5.102,191.4,33.6413,2158.4,2279.6,2.05,44.81,149.2,7.9720001
9568,5.161,152.7,33.7495,2206.7,2296.0,2.23,52.91,175.6,7.8730001
9569,4.88,134.0,33.773701,2210.6,2300.5,2.4,60.33,199.3,7.8769999
9570,4.556,100.1,33.830101,2243.0,2315.3,2.64,69.41,249.2,7.823
9571,4.346,82.5,33.873699,2254.8,2315.0,2.77,76.43,299.1,7.7839999
9572,4.114,56.0,33.996101,2298.8,2328.3,2.94,90.58,399.1,7.678
9573,3.765,26.8,34.175098,2338.8,2340.3,3.08,112.43,600.7,7.5770001
9574,3.353,16.1,34.2826,2363.0,2370.1,3.16,128.52,798.3,7.5929999
9575,2.965,13.5,34.372501,2369.4,2375.6,3.19,142.08,1001.3,7.585
9576,2.634,15.6,34.443199,2375.6,2407.3,3.18,151.44,1251.8,7.665
9577,2.354,24.5,34.499298,2381.2,2412.3,3.14,160.02,1498.6,7.6560001
9578,1.945,56.1,34.583599,2393.5,2426.0,3.01,168.01,2000.3,7.645
9579,1.72,86.3,34.628899,2377.9,2438.0,2.88,168.68,2500.1,7.717
9581,1.529,128.0,34.671001,2349.5,2456.3,2.66,167.61,3501.0,7.8210001
9582,1.529,128.5,34.671101,2348.2,2457.6,2.66,169.07,3502.3,7.8280001
9583,1.541,143.9,34.677799,2344.1,2458.4,2.63,171.8,3999.5,7.8210001
9593,4.112,94.1,33.782299,2277.1,2298.2,2.74,72.73,200.9,7.6599998
9595,3.912,49.7,33.9291,2299.9,2316.2,3.02,89.02,298.6,7.6399999
9596,3.834,37.3,34.0387,2314.2,2321.6,3.07,102.49,400.2,7.605
9597,3.574,26.1,34.2052,2342.8,2349.7,3.11,120.53,602.6,7.598
9598,3.206,21.2,34.306198,2363.8,2376.3,3.15,132.42,799.4,7.6129999
9599,2.891,19.0,34.378201,2378.5,2392.3,3.17,143.35,1002.9,7.612
9600,2.537,19.0,34.457298,2391.2,2412.5,3.17,153.58,1250.3,7.631
9605,2.286,28.0,34.510399,2392.5,2417.0,3.13,161.67,1501.3,7.6350002
9607,1.903,61.2,34.590099,2378.3,2437.4,2.98,170.74,2001.0,7.7319999
9608,1.7,89.8,34.6306,2356.3,2447.0,2.85,169.27,2500.8,7.8119998
9609,1.7,89.2,34.6306,2355.7,2446.2,2.86,169.46,2501.2,7.8109999
9612,1.505,161.6,34.680199,2335.4,2447.6,2.6,165.36,4000.4,7.8169999
9619,7.267,153.3,33.506001,2169.4,2255.9,1.94,34.86,126.9,7.8410001
9620,7.141,121.4,33.785099,2203.5,2257.8,2.18,41.69,151.5,7.7340002
9621,7.159,110.2,33.877602,2213.5,2259.2,2.24,43.44,176.0,7.7030001
9623,6.012,69.0,33.997799,2263.8,2280.1,2.62,62.08,300.1,7.6110001
9624,5.372,41.1,34.0681,2296.2,2299.7,2.88,75.84,402.9,7.5700002
9625,4.539,16.8,34.196301,2329.8,2340.7,3.11,98.57,602.1,7.598
9628,3.597,11.0,34.3787,2363.4,2381.4,3.22,127.83,1001.6,7.6160002
9629,3.598,11.0,34.379002,2362.6,2381.1,3.21,127.24,1002.0,7.618
9630,2.936,19.8,34.459202,2379.4,2393.0,3.18,146.75,1249.8,7.5999999
9633,12.378,287.4,32.528,1976.3,2133.9,0.62,5.86,5.8,7.9970002
9634,12.345,287.9,32.527199,1979.7,2123.6,0.64,6.06,10.4,7.9629998
9635,11.722,292.7,32.5121,1974.2,2129.5,0.64,6.74,25.1,8.0010004
9636,9.076,290.6,32.549099,2007.5,2196.7,0.88,7.04,51.2,8.1140003
9637,8.33,273.0,32.652802,2033.1,2140.8,1.06,10.55,75.4,7.914
9638,7.415,222.5,33.247601,2105.0,2183.1,1.5,22.17,100.3,7.823
9639,6.94,204.2,33.503502,2133.8,2201.6,1.67,28.12,125.6,7.7909999
9640,6.741,184.6,33.678799,2157.0,2210.0,1.81,33.78,150.6,7.7399998
9641,6.634,168.1,33.791599,2174.1,2231.4,1.91,38.66,174.8,7.7529998
9642,6.409,156.3,33.8465,2181.1,2236.3,2.03,43.54,200.2,7.7470002
9643,5.816,137.1,33.863201,2205.0,2280.2,2.22,52.13,248.0,7.816
9644,5.343,102.2,33.894798,2238.1,2295.3,2.49,61.89,301.8,7.7610002
9645,4.704,68.1,33.955399,2275.3,2309.2,2.77,76.92,400.1,7.6859999
9646,4.171,23.6,34.145401,2329.5,2337.5,3.05,101.21,601.3,7.5939999
9647,3.775,10.8,34.299301,2358.0,2366.3,3.18,119.54,800.7,7.5910001
9648,3.315,11.2,34.380798,2371.5,2364.7,3.19,133.29,1001.0,7.5370002
9649,2.845,17.1,34.455601,2383.6,2387.1,3.17,147.83,1246.1,7.5669999
9651,1.931,61.2,34.590302,2381.7,2414.4,2.97,171.23,2000.6,7.6459999
9652,1.931,61.4,34.590401,2381.9,2413.3,2.96,171.71,2000.6,7.6409998
9653,1.725,85.6,34.629902,2378.3,2422.7,2.85,174.54,2500.0,7.6659999
9654,1.653,106.6,34.6469,2365.3,2427.4,2.78,175.12,3001.9,7.704
9655,1.668,104.8,34.648602,2365.3,2432.8,2.77,174.34,3280.7,7.71
9656,10.231,293.6,32.3489,1996.1,2148.6,0.91,9.68,7.1,8.0170002
9657,10.242,297.6,32.3461,1995.7,2167.9,0.92,9.77,9.7,8.0640001
9658,10.185,293.6,32.3503,1995.1,2173.2,0.91,9.77,24.5,8.0769997
9659,7.562,307.9,32.393002,1995.1,2173.2,1.01,10.65,50.9,8.1169996
9660,7.0,295.0,32.444199,2025.8,2119.6,1.12,12.51,76.1,7.8959999
9661,6.443,254.5,33.0256,2086.4,2136.0,1.48,21.69,102.2,7.7459998
9662,5.969,220.2,33.4865,2138.8,2188.9,1.72,31.34,123.5,7.7459998
9663,5.545,226.8,33.600601,2144.0,2236.8,1.71,33.39,150.2,7.8870001
9664,5.551,202.1,33.6772,2166.8,2239.6,1.85,39.54,176.8,7.8210001
9665,5.673,165.8,33.7966,2195.6,2270.0,2.07,47.54,200.9,7.8200002
9666,5.112,121.7,33.837299,2224.2,2274.8,2.44,60.43,250.7,7.7459998
9667,4.745,96.8,33.868801,2250.6,2282.0,2.62,69.41,300.7,7.6820002
9668,4.236,64.8,33.958599,2286.2,2300.4,2.84,84.92,401.9,7.6240001
9669,3.915,31.4,34.1525,2325.5,2337.0,3.0,106.87,599.1,7.6090002
9670,3.444,17.6,34.266102,2353.4,2353.3,3.11,125.3,798.5,7.5669999
9671,3.06,14.0,34.355801,2378.6,2364.1,3.16,138.57,1001.3,7.5149999
9672,3.06,13.4,34.355999,2379.2,2366.0,3.18,139.05,1001.6,7.5190001
9673,2.678,15.5,34.447899,2391.3,2379.9,3.15,152.9,1249.8,7.52
9674,2.386,26.8,34.502899,2392.5,2401.8,3.1,159.72,1499.7,7.5819998
9676,1.752,81.5,34.625999,2378.2,2422.4,2.85,172.2,2500.0,7.665
9677,1.595,106.7,34.654301,2360.2,2428.2,2.74,171.41,2999.1,7.724
9678,1.588,115.1,34.662601,2358.1,2431.0,2.69,172.58,3500.6,7.7189999
9679,1.583,118.8,34.666199,2358.7,2427.3,2.68,173.07,3685.9,7.698
9680,10.088,293.6,32.379799,1999.9,2122.2,0.94,10.16,6.0,7.9390001
9681,10.069,296.5,32.380001,1996.9,2127.8,0.95,9.97,10.4,7.9629998
9682,9.729,293.9,32.376701,2002.8,2129.0,0.95,9.97,25.3,7.954
9683,7.956,311.7,32.4034,2006.9,2130.1,0.99,11.14,49.9,7.9710002
9684,7.136,304.1,32.410301,2022.8,2185.9,1.13,12.02,76.3,8.0839996
9685,6.013,255.5,33.0383,2094.1,2191.4,1.57,23.44,101.1,7.9070001
9686,5.22,224.3,33.458698,2146.6,2199.2,1.83,33.69,125.8,7.7649999
9687,5.279,190.8,33.607601,2174.3,2201.8,1.99,40.71,150.2,7.6729999
9688,5.333,158.8,33.726601,2199.1,2251.3,2.15,47.64,175.6,7.7540002
9689,5.204,137.3,33.780201,2220.2,2266.1,2.3,53.6,200.1,7.7319999
9690,4.755,103.5,33.8321,2245.7,2289.7,2.58,64.14,250.7,7.7280002
9691,4.445,81.4,33.874401,2269.2,2306.0,2.75,72.82,299.8,7.704
9692,4.182,55.9,33.982101,2295.7,2310.1,2.94,86.97,399.6,7.625
9693,3.804,26.8,34.172298,2331.4,2346.9,3.07,109.6,600.0,7.6240001
9694,3.363,14.6,34.2827,2357.6,2357.4,3.15,126.28,799.5,7.5679998
9695,3.027,10.8,34.369202,2374.8,2367.8,3.2,138.96,1000.8,7.54
9696,2.622,14.9,34.447701,2386.9,2379.1,3.19,152.32,1251.0,7.5320001
9697,2.326,24.2,34.505001,2388.3,2402.0,3.12,160.5,1500.5,7.598
9698,1.946,54.6,34.583599,2382.2,2421.4,3.01,168.59,2001.9,7.6669998
9699,1.714,83.8,34.628799,2377.2,2416.2,2.88,170.73,2501.7,7.6490002
9700,1.578,108.9,34.6553,2356.7,2431.5,2.74,169.56,2997.9,7.7459998
9701,1.578,108.5,34.6553,2357.6,2430.3,2.76,168.88,2998.2,7.7389998
9702,1.53,124.0,34.669201,2351.3,2440.7,2.69,168.29,3496.7,7.7709999
9703,1.545,139.4,34.676102,2337.6,2438.3,2.64,171.61,4026.4,7.7820001
9704,8.425,308.3,32.6604,2040.0,2204.4,1.34,24.62,5.9,8.0629997
9705,8.224,303.9,32.6604,2038.1,2193.4,1.39,24.43,11.1,8.0439997
9706,7.905,305.1,32.660702,2038.7,2193.0,1.38,24.72,25.3,8.0459995
9707,5.983,315.7,32.764099,2054.2,2215.1,1.49,28.43,50.7,8.0869999
9708,5.701,311.8,32.794102,2062.5,2212.9,1.55,29.41,76.0,8.0640001
9709,5.223,305.7,32.8256,2071.3,2215.6,1.62,30.48,100.5,8.0530005
9710,4.544,238.9,33.199699,2139.6,2236.2,1.96,41.8,125.1,7.9190001
9711,4.433,140.7,33.668201,2226.8,2271.2,2.4,59.16,150.2,7.7410002
9712,4.433,118.4,33.745998,2242.2,2280.1,2.53,64.82,176.1,7.7160001
9713,4.273,100.8,33.7757,2256.8,2275.8,2.68,69.8,199.7,7.651
9714,4.056,72.2,33.8442,2257.4,2278.4,2.84,80.15,250.4,7.658
9715,3.99,55.9,33.9109,2272.7,2280.9,2.93,86.78,300.7,7.6110001
9716,3.914,41.5,34.034302,2300.4,2301.8,3.01,98.58,399.8,7.5830002
9717,3.549,23.6,34.199402,2338.6,2328.4,3.12,119.55,600.8,7.54
9718,3.198,20.8,34.307499,2365.2,2346.7,3.14,134.18,800.8,7.5079999
9719,2.871,14.5,34.386101,2381.1,2363.8,3.18,145.59,1000.7,7.5079999
